,cid,ring,image_saved_as
86,87950676,0,1_pentene_87950676
87,87930621,0,1_pentene_87930621
88,87757404,0,1_pentene_87757404
89,86759030,0,1_pentene_86759030
90,86757381,0,1_pentene_86757381
91,86745677,0,1_pentene_86745677
92,86590397,0,1_pentene_86590397
93,86590396,0,1_pentene_86590396
94,60122370,0,1_pentene_60122370
95,60022609,0,1_pentene_60022609
96,59927734,0,1_pentene_59927734
97,59731164,0,1_pentene_59731164
98,59514432,0,1_pentene_59514432
99,59232100,0,1_pentene_59232100
100,59124451,0,1_pentene_59124451
101,59121303,0,1_pentene_59121303
102,59111604,0,1_pentene_59111604
103,59094776,0,1_pentene_59094776
104,59060263,0,1_pentene_59060263
105,59046592,0,1_pentene_59046592
106,59045417,0,1_pentene_59045417
107,59014449,0,1_pentene_59014449
108,58974954,0,1_pentene_58974954
109,58721886,0,1_pentene_58721886
110,58685944,0,1_pentene_58685944
111,58654534,0,1_pentene_58654534
112,58517159,0,1_pentene_58517159
113,58330659,0,1_pentene_58330659
114,57724284,0,1_pentene_57724284
115,57712475,0,1_pentene_57712475
116,57676078,0,1_pentene_57676078
117,57641684,0,1_pentene_57641684
118,57623148,0,1_pentene_57623148
119,57580358,0,1_pentene_57580358
120,57561815,0,1_pentene_57561815
121,57074596,0,1_pentene_57074596
122,54530279,0,1_pentene_54530279
123,54515887,0,1_pentene_54515887
124,54416144,0,1_pentene_54416144
125,54278285,0,1_pentene_54278285
126,54177903,0,1_pentene_54177903
127,54028259,0,1_pentene_54028259
128,53925037,0,1_pentene_53925037
129,53687076,0,1_pentene_53687076
130,23234137,0,1_pentene_23234137
131,22386386,0,1_pentene_22386386
132,22051829,0,1_pentene_22051829
133,21584701,0,1_pentene_21584701
134,21542894,0,1_pentene_21542894
135,21335172,0,1_pentene_21335172
136,21335171,0,1_pentene_21335171
137,20760682,0,1_pentene_20760682
138,20667830,0,1_pentene_20667830
139,20653377,0,1_pentene_20653377
140,20645156,0,1_pentene_20645156
141,20255922,0,1_pentene_20255922
142,19428856,0,1_pentene_19428856
143,18705481,0,1_pentene_18705481
144,18419792,0,1_pentene_18419792
145,16692628,0,1_pentene_16692628
146,15828059,0,1_pentene_15828059
147,14940467,0,1_pentene_14940467
148,13593931,0,1_pentene_13593931
149,13585371,0,1_pentene_13585371
150,13356677,0,1_pentene_13356677
151,13183916,0,1_pentene_13183916
152,12539505,0,1_pentene_12539505
153,12466270,0,1_pentene_12466270
154,12389613,0,1_pentene_12389613
155,12389612,0,1_pentene_12389612
156,10953446,0,1_pentene_10953446
157,10953445,0,1_pentene_10953445
158,142983,0,1_pentene_142983
159,141884,0,1_pentene_141884
160,140219,0,1_pentene_140219
161,135082113,0,1_pentene_135082113
162,135082112,0,1_pentene_135082112
163,135081442,0,1_pentene_135081442
164,134979988,0,1_pentene_134979988
165,134932632,0,1_pentene_134932632
166,134931852,0,1_pentene_134931852
167,134930209,0,1_pentene_134930209
168,134923715,0,1_pentene_134923715
169,134905506,0,1_pentene_134905506
170,134872187,0,1_pentene_134872187
171,134838075,0,1_pentene_134838075
172,134835653,0,1_pentene_134835653
173,132276075,0,1_pentene_132276075
174,129889881,0,1_pentene_129889881
175,129879074,0,1_pentene_129879074
176,129869004,0,1_pentene_129869004
177,129868957,0,1_pentene_129868957
178,129868713,0,1_pentene_129868713
179,129858107,0,1_pentene_129858107
180,129821532,0,1_pentene_129821532
181,129820639,0,1_pentene_129820639
182,129814532,0,1_pentene_129814532
183,129810640,0,1_pentene_129810640
184,129810621,0,1_pentene_129810621
185,129809070,0,1_pentene_129809070
186,129808908,0,1_pentene_129808908
187,129808679,0,1_pentene_129808679
188,129804211,0,1_pentene_129804211
189,129778064,0,1_pentene_129778064
190,129762696,0,1_pentene_129762696
191,129735987,0,1_pentene_129735987
192,129696777,0,1_pentene_129696777
193,129691378,0,1_pentene_129691378
194,129691075,0,1_pentene_129691075
195,129686419,0,1_pentene_129686419
196,129681784,0,1_pentene_129681784
197,129654442,0,1_pentene_129654442
198,129654274,0,1_pentene_129654274
199,129652638,0,1_pentene_129652638
200,129651586,0,1_pentene_129651586
201,129651582,0,1_pentene_129651582
202,129651577,0,1_pentene_129651577
203,129642572,0,1_pentene_129642572
204,129629640,0,1_pentene_129629640
205,129629096,0,1_pentene_129629096
206,129628592,0,1_pentene_129628592
207,123892359,0,1_pentene_123892359
208,123885912,0,1_pentene_123885912
209,123770886,0,1_pentene_123770886
210,123738903,0,1_pentene_123738903
211,123727674,0,1_pentene_123727674
212,123723856,0,1_pentene_123723856
213,123607339,0,1_pentene_123607339
214,123427601,0,1_pentene_123427601
215,123407404,0,1_pentene_123407404
216,123406671,0,1_pentene_123406671
217,123380026,0,1_pentene_123380026
218,123246911,0,1_pentene_123246911
219,101081499,0,1_pentene_101081499
220,100999250,0,1_pentene_100999250
221,100999249,0,1_pentene_100999249
222,91584738,0,1_pentene_91584738
223,91526733,0,1_pentene_91526733
224,91499005,0,1_pentene_91499005
225,91479932,0,1_pentene_91479932
226,91441373,0,1_pentene_91441373
227,91388541,0,1_pentene_91388541
228,91384994,0,1_pentene_91384994
229,91366288,0,1_pentene_91366288
230,91349474,0,1_pentene_91349474
231,91265323,0,1_pentene_91265323
232,91176865,0,1_pentene_91176865
233,91173421,0,1_pentene_91173421
234,91061226,0,1_pentene_91061226
235,91054995,0,1_pentene_91054995
236,91042675,0,1_pentene_91042675
237,90994931,0,1_pentene_90994931
238,90991314,0,1_pentene_90991314
239,90841243,0,1_pentene_90841243
240,90772172,0,1_pentene_90772172
241,90763212,0,1_pentene_90763212
242,90762276,0,1_pentene_90762276
243,90740255,0,1_pentene_90740255
244,90718770,0,1_pentene_90718770
245,87282163,0,1_pentene_87282163
246,86058349,0,1_pentene_86058349
247,86039757,0,1_pentene_86039757
248,85743911,0,1_pentene_85743911
249,85618718,0,1_pentene_85618718
250,78068795,0,1_pentene_78068795
251,78068794,0,1_pentene_78068794
252,78064031,0,1_pentene_78064031
253,73829527,0,1_pentene_73829527
254,73200517,0,1_pentene_73200517
255,71385863,0,1_pentene_71385863
256,71369285,0,1_pentene_71369285
257,71366407,0,1_pentene_71366407
258,70702297,0,1_pentene_70702297
259,57459425,0,1_pentene_57459425
260,53628002,0,1_pentene_53628002
261,53627745,0,1_pentene_53627745
262,23156282,0,1_pentene_23156282
263,22340976,0,1_pentene_22340976
264,22244855,0,1_pentene_22244855
265,21720970,0,1_pentene_21720970
266,21192358,0,1_pentene_21192358
267,16692472,0,1_pentene_16692472
268,16692471,0,1_pentene_16692471
269,15973369,0,1_pentene_15973369
270,15765539,0,1_pentene_15765539
271,15494089,0,1_pentene_15494089
272,14940466,0,1_pentene_14940466
273,13950833,0,1_pentene_13950833
274,13444928,0,1_pentene_13444928
275,13268668,0,1_pentene_13268668
276,13218096,0,1_pentene_13218096
277,13047312,0,1_pentene_13047312
278,12424049,0,1_pentene_12424049
279,12205435,0,1_pentene_12205435
280,12205433,0,1_pentene_12205433
281,12205431,0,1_pentene_12205431
282,12173745,0,1_pentene_12173745
283,12119780,0,1_pentene_12119780
284,11815277,0,1_pentene_11815277
285,11126282,0,1_pentene_11126282
286,11116953,0,1_pentene_11116953
287,11054185,0,1_pentene_11054185
288,11040839,0,1_pentene_11040839
289,10964413,0,1_pentene_10964413
290,10964412,0,1_pentene_10964412
291,10878927,0,1_pentene_10878927
292,10749762,0,1_pentene_10749762
293,10630808,0,1_pentene_10630808
294,6100899,0,1_pentene_6100899
295,5362914,0,1_pentene_5362914
296,111705,0,1_pentene_111705
297,422695,0,1_pentene_422695
298,5364818,0,1_pentene_5364818
299,5484152,0,1_pentene_5484152
300,5485717,0,1_pentene_5485717
301,6101706,0,1_pentene_6101706
302,10396799,0,1_pentene_10396799
303,10464605,0,1_pentene_10464605
304,10559160,0,1_pentene_10559160
305,10649160,0,1_pentene_10649160
306,10654171,0,1_pentene_10654171
307,10678544,0,1_pentene_10678544
308,10991062,0,1_pentene_10991062
309,11029887,0,1_pentene_11029887
310,11108594,0,1_pentene_11108594
311,12205428,0,1_pentene_12205428
312,12205434,0,1_pentene_12205434
313,12306142,0,1_pentene_12306142
314,12432412,0,1_pentene_12432412
315,12432414,0,1_pentene_12432414
316,12514261,0,1_pentene_12514261
317,12603487,0,1_pentene_12603487
318,12605788,0,1_pentene_12605788
319,12835646,0,1_pentene_12835646
320,12892793,0,1_pentene_12892793
321,12955931,0,1_pentene_12955931
322,13280489,0,1_pentene_13280489
323,13813828,0,1_pentene_13813828
324,14290608,0,1_pentene_14290608
325,15641428,0,1_pentene_15641428
326,15970864,0,1_pentene_15970864
327,15972482,0,1_pentene_15972482
328,15972604,0,1_pentene_15972604
329,15973285,0,1_pentene_15973285
330,15973489,0,1_pentene_15973489
331,17968483,0,1_pentene_17968483
332,18188930,0,1_pentene_18188930
333,18332080,0,1_pentene_18332080
334,18364340,0,1_pentene_18364340
335,18757085,0,1_pentene_18757085
336,18984036,0,1_pentene_18984036
337,18984038,0,1_pentene_18984038
338,19381338,0,1_pentene_19381338
339,19593381,0,1_pentene_19593381
340,19612427,0,1_pentene_19612427
341,19812498,0,1_pentene_19812498
342,19816379,0,1_pentene_19816379
343,19818294,0,1_pentene_19818294
344,20277562,0,1_pentene_20277562
345,20315319,0,1_pentene_20315319
346,20315320,0,1_pentene_20315320
347,20552513,0,1_pentene_20552513
348,20816680,0,1_pentene_20816680
349,21431932,0,1_pentene_21431932
350,21567398,0,1_pentene_21567398
351,21609665,0,1_pentene_21609665
352,21996815,0,1_pentene_21996815
353,22022879,0,1_pentene_22022879
354,22174104,0,1_pentene_22174104
355,22909863,0,1_pentene_22909863
356,23268524,0,1_pentene_23268524
357,23443210,0,1_pentene_23443210
358,23499993,0,1_pentene_23499993
359,23534114,0,1_pentene_23534114
360,24939809,0,1_pentene_24939809
361,24940179,0,1_pentene_24940179
362,53627569,0,1_pentene_53627569
363,53628000,0,1_pentene_53628000
364,54703576,0,1_pentene_54703576
365,54738113,0,1_pentene_54738113
366,57417590,0,1_pentene_57417590
367,57417591,0,1_pentene_57417591
368,57418191,0,1_pentene_57418191
369,57418267,0,1_pentene_57418267
370,57418268,0,1_pentene_57418268
371,57420270,0,1_pentene_57420270
372,57420477,0,1_pentene_57420477
373,57421602,0,1_pentene_57421602
374,57425934,0,1_pentene_57425934
375,57427205,0,1_pentene_57427205
376,57431568,0,1_pentene_57431568
377,57431569,0,1_pentene_57431569
378,57451176,0,1_pentene_57451176
379,57451177,0,1_pentene_57451177
380,57451178,0,1_pentene_57451178
381,57451180,0,1_pentene_57451180
382,57454689,0,1_pentene_57454689
383,57457995,0,1_pentene_57457995
384,57773476,0,1_pentene_57773476
385,59737787,0,1_pentene_59737787
386,71373283,0,1_pentene_71373283
387,71602287,0,1_pentene_71602287
388,74038305,0,1_pentene_74038305
389,76529684,0,1_pentene_76529684
390,77519725,0,1_pentene_77519725
391,87164505,0,1_pentene_87164505
392,87204363,0,1_pentene_87204363
393,87532360,0,1_pentene_87532360
394,87532552,0,1_pentene_87532552
395,87532672,0,1_pentene_87532672
396,87532689,0,1_pentene_87532689
397,87562728,0,1_pentene_87562728
398,87902152,0,1_pentene_87902152
399,87902154,0,1_pentene_87902154
400,87902171,0,1_pentene_87902171
401,87902223,0,1_pentene_87902223
402,88237552,0,1_pentene_88237552
403,88436354,0,1_pentene_88436354
404,88488028,0,1_pentene_88488028
405,88507941,0,1_pentene_88507941
406,88562936,0,1_pentene_88562936
407,88670637,0,1_pentene_88670637
408,88697103,0,1_pentene_88697103
409,88823739,0,1_pentene_88823739
410,88960853,0,1_pentene_88960853
411,88993619,0,1_pentene_88993619
412,89204434,0,1_pentene_89204434
413,90011780,0,1_pentene_90011780
414,90474044,0,1_pentene_90474044
415,90475000,0,1_pentene_90475000
416,90477386,0,1_pentene_90477386
417,90821273,0,1_pentene_90821273
418,92150667,0,1_pentene_92150667
419,100917166,0,1_pentene_100917166
420,100937891,0,1_pentene_100937891
421,100943023,0,1_pentene_100943023
422,100996699,0,1_pentene_100996699
423,100996700,0,1_pentene_100996700
424,101028738,0,1_pentene_101028738
425,101028739,0,1_pentene_101028739
426,101028740,0,1_pentene_101028740
427,101028741,0,1_pentene_101028741
428,101034834,0,1_pentene_101034834
429,101081498,0,1_pentene_101081498
430,101096865,0,1_pentene_101096865
431,101111866,0,1_pentene_101111866
432,101136171,0,1_pentene_101136171
433,101148446,0,1_pentene_101148446
434,101206522,0,1_pentene_101206522
435,101223269,0,1_pentene_101223269
436,101336085,0,1_pentene_101336085
437,101336086,0,1_pentene_101336086
438,101372902,0,1_pentene_101372902
439,101616103,0,1_pentene_101616103
440,101644214,0,1_pentene_101644214
441,101669032,0,1_pentene_101669032
442,101669033,0,1_pentene_101669033
443,101669034,0,1_pentene_101669034
444,101669035,0,1_pentene_101669035
445,101669036,0,1_pentene_101669036
446,101677588,0,1_pentene_101677588
447,101871694,0,1_pentene_101871694
448,101954062,0,1_pentene_101954062
449,101999176,0,1_pentene_101999176
450,101999178,0,1_pentene_101999178
451,101999180,0,1_pentene_101999180
452,102030184,0,1_pentene_102030184
453,102058677,0,1_pentene_102058677
454,102059286,0,1_pentene_102059286
455,102082544,0,1_pentene_102082544
456,102090024,0,1_pentene_102090024
457,102091626,0,1_pentene_102091626
458,102324953,0,1_pentene_102324953
459,102356238,0,1_pentene_102356238
460,102356693,0,1_pentene_102356693
461,102520296,0,1_pentene_102520296
462,102571808,0,1_pentene_102571808
463,102591367,0,1_pentene_102591367
464,102602339,0,1_pentene_102602339
465,122210023,0,1_pentene_122210023
466,122210024,0,1_pentene_122210024
467,122225833,0,1_pentene_122225833
468,124203032,0,1_pentene_124203032
469,131668127,0,1_pentene_131668127
470,135047708,0,1_pentene_135047708
471,135081259,0,1_pentene_135081259
472,135081538,0,1_pentene_135081538
473,135456814,0,1_pentene_135456814
474,136045488,0,1_pentene_136045488
475,136074759,0,1_pentene_136074759
476,136095949,0,1_pentene_136095949
477,137124042,0,1_pentene_137124042
