,cid,ring,image_saved_as
152,100975354,0,buta_1_3_diene_100975354
153,100977538,0,buta_1_3_diene_100977538
154,101015868,0,buta_1_3_diene_101015868
155,101030591,0,buta_1_3_diene_101030591
156,101030592,0,buta_1_3_diene_101030592
157,101045898,0,buta_1_3_diene_101045898
158,101128257,0,buta_1_3_diene_101128257
159,101222001,0,buta_1_3_diene_101222001
160,101271062,0,buta_1_3_diene_101271062
161,101340326,0,buta_1_3_diene_101340326
162,101358172,0,buta_1_3_diene_101358172
163,101397740,0,buta_1_3_diene_101397740
164,101455067,0,buta_1_3_diene_101455067
165,101639644,0,buta_1_3_diene_101639644
166,101686259,0,buta_1_3_diene_101686259
167,101744021,0,buta_1_3_diene_101744021
168,101751805,0,buta_1_3_diene_101751805
169,102007977,0,buta_1_3_diene_102007977
170,102023416,0,buta_1_3_diene_102023416
171,102056785,0,buta_1_3_diene_102056785
172,102102443,0,buta_1_3_diene_102102443
173,102208550,0,buta_1_3_diene_102208550
174,102256521,0,buta_1_3_diene_102256521
175,102256522,0,buta_1_3_diene_102256522
176,102256524,0,buta_1_3_diene_102256524
177,102293208,0,buta_1_3_diene_102293208
178,102329486,0,buta_1_3_diene_102329486
179,102401012,0,buta_1_3_diene_102401012
180,102463674,0,buta_1_3_diene_102463674
181,102463677,0,buta_1_3_diene_102463677
182,122399283,0,buta_1_3_diene_122399283
183,131717842,0,buta_1_3_diene_131717842
184,132518347,0,buta_1_3_diene_132518347
185,132594928,0,buta_1_3_diene_132594928
186,134898449,0,buta_1_3_diene_134898449
187,136694110,0,buta_1_3_diene_136694110
188,136811171,0,buta_1_3_diene_136811171
189,136843852,0,buta_1_3_diene_136843852
190,136870394,0,buta_1_3_diene_136870394
191,136877085,0,buta_1_3_diene_136877085
192,136916074,0,buta_1_3_diene_136916074
