cid,ring,image_saved_as,iupac,mf
13183915,0,1_pentene_13183915,"hepta-1,3,4-triene",C7H10
13138938,0,1_pentene_13138938,3-methylbut-1-ene,C5H9
12734576,0,1_pentene_12734576,"hepta-2,3-diene",C7H12
12603478,0,1_pentene_12603478,pent-1-ene,C5H9
12556202,0,1_pentene_12556202,hex-1-ene,C6H11
12375451,0,1_pentene_12375451,(3R)-3-methylpent-1-ene,C6H12
12375450,0,1_pentene_12375450,(3S)-3-methylpent-1-ene,C6H12
5484151,0,1_pentene_5484151,but-1-ene,C4H7
5483982,0,1_pentene_5483982,hex-1-ene,C6H11
5475528,0,1_pentene_5475528,chloro-[(E)-pent-1-enyl]mercury,C5H9ClHg
5364704,0,1_pentene_5364704,"(5Z)-hepta-1,5-diene",C7H12
140286,0,1_pentene_140286,pent-1-ene,C5H9
123936492,0,1_pentene_123936492,"3-methylhexa-1,2,5-triene",C7H10
90699589,0,1_pentene_90699589,"2,3,5-tritritiohex-2-ene",C6H12
88319791,0,1_pentene_88319791,(5R)-5-fluorohex-1-ene,C6H11F
87950676,0,1_pentene_87950676,(Z)-1-fluorohex-1-ene,C6H11F
86745677,0,1_pentene_86745677,bis(but-1-enyl)mercury,C8H14Hg
59927734,0,1_pentene_59927734,"hexa-1,5-diene",C6H9+
59232100,0,1_pentene_59232100,dimethyl-[(E)-pent-1-enyl]borane,C7H15B
59111604,0,1_pentene_59111604,3-tritiobut-1-ene,C4H8
59094776,0,1_pentene_59094776,pent-1-ene,C5H8
59046592,0,1_pentene_59046592,but-1-ene,C4H7+
59045417,0,1_pentene_59045417,"(E)-2,3,5-tritritiohex-2-ene",C6H12
59014449,0,1_pentene_59014449,"(3S)-3-methylhexa-1,5-diene",C7H12
58685944,0,1_pentene_58685944,but-3-en-2-yl(methyl)boron,C5H10B
58654534,0,1_pentene_58654534,(E)-hex-2-ene,C6H11+
58330659,0,1_pentene_58330659,pent-1-ene,C5H9+
57712475,0,1_pentene_57712475,4-methylpent-1-ene,C6H10
57676078,0,1_pentene_57676078,"hepta-1,5-diene",C7H11+
57641684,0,1_pentene_57641684,hex-1-ene,C6H10
57623148,0,1_pentene_57623148,3-methylpent-1-ene,C6H10
57074596,0,1_pentene_57074596,"hepta-1,4,5-triene",C7H10
54530279,0,1_pentene_54530279,1-tritiopent-1-ene,C5H10
54515887,0,1_pentene_54515887,5-fluorohex-1-ene,C6H11F
54416144,0,1_pentene_54416144,4-deuteriobut-1-ene,C4H8
54278285,0,1_pentene_54278285,1-fluoropent-1-ene,C5H9F
54177903,0,1_pentene_54177903,3-fluoropent-1-ene,C5H9F
54028259,0,1_pentene_54028259,3-methyl-1-tritiopent-1-ene,C6H12
53925037,0,1_pentene_53925037,4-fluorohex-1-ene,C6H11F
53687076,0,1_pentene_53687076,1-iodopent-1-ene,C5H9I
23234137,0,1_pentene_23234137,4-fluoropent-1-ene,C5H9F
21584701,0,1_pentene_21584701,"3-ethylpenta-1,4-diene",C7H12
21542894,0,1_pentene_21542894,(E)-1-fluoropent-1-ene,C5H9F
20653377,0,1_pentene_20653377,"1,2-dimethyl-2,3-dihydroborole",C6H11B
20645156,0,1_pentene_20645156,but-3-enyl(dimethyl)borane,C6H13B
18419792,0,1_pentene_18419792,"octa-1,4,5-triene",C8H12
16692628,0,1_pentene_16692628,"1-deuteriopenta-1,4-diene",C5H8
15828059,0,1_pentene_15828059,(E)-1-fluorohex-1-ene,C6H11F
13593931,0,1_pentene_13593931,"2-methyl-3-methylidenepenta-1,4-diene",C7H10
13356677,0,1_pentene_13356677,"3,4-difluoropent-1-ene",C5H8F2
13183916,0,1_pentene_13183916,"nona-1,3,4-triene",C9H14
12539505,0,1_pentene_12539505,"octa-1,5,6-triene",C8H12
12466270,0,1_pentene_12466270,"1,1-dimethyl-2,3-dihydrogermole",C6H12Ge
12389613,0,1_pentene_12389613,(Z)-3-deuteriohex-2-ene,C6H12
12389612,0,1_pentene_12389612,(E)-3-deuteriohex-2-ene,C6H12
10953446,0,1_pentene_10953446,"octa-1,2,7-triene",C8H12
10953445,0,1_pentene_10953445,"octa-1,3,4-triene",C8H12
142983,0,1_pentene_142983,3-methylbut-1-ene,C5H9
141884,0,1_pentene_141884,trimethyl(pent-4-enyl)stannane,C8H18Sn
140219,0,1_pentene_140219,but-3-enyl(trimethyl)stannane,C7H16Sn
134979988,0,1_pentene_134979988,6-deuteriohex-1-ene,C6H12
134932632,0,1_pentene_134932632,(E)-1-butyltellanyl-1-deuteriopent-1-ene,C9H18Te
134931852,0,1_pentene_134931852,(Z)-1-butyltellanyl-1-deuteriopent-1-ene,C9H18Te
134930209,0,1_pentene_134930209,"(Z)-1,3-bis(methylselanyl)but-1-ene",C6H12Se2
134923715,0,1_pentene_134923715,"(1Z)-1,2-bis(methylselanyl)penta-1,4-diene",C7H12Se2
134905506,0,1_pentene_134905506,3-deuteriopent-1-ene,C5H10
134872187,0,1_pentene_134872187,methyl pent-4-enediselenoate,C6H10Se2
134835653,0,1_pentene_134835653,"(313C)penta-1,4-diene",C5H8
129879074,0,1_pentene_129879074,"1,1,2,3,3,4,4,5,6,6-decadeuteriohexa-1,5-diene",C6H10
129869004,0,1_pentene_129869004,"1,1,2,3,3,4,4,5,5,6,6,6-dodecadeuteriohex-1-ene",C6H12
129868957,0,1_pentene_129868957,"1,1,2-trideuteriobut-1-ene",C4H8
129868713,0,1_pentene_129868713,"1,1,2,3,3-pentadeuteriopent-1-ene",C5H10
129820639,0,1_pentene_129820639,"3,4-dihydro-2H-1lambda2-germine",C5H8Ge
129808908,0,1_pentene_129808908,(Z)-1-fluoropent-1-ene,C5H9F
129808679,0,1_pentene_129808679,"deca-1,5,6-triene",C10H16
129804211,0,1_pentene_129804211,but-3-enyl(trimethyl)germane,C7H16Ge
129735987,0,1_pentene_129735987,2-deuteriopent-1-ene,C5H10
129696777,0,1_pentene_129696777,dimethyl-bis(pent-4-enyl)stannane,C12H24Sn
129686419,0,1_pentene_129686419,"1,1,2,3,3,4,4,5-octadeuteriopent-1-ene",C5H10
129651586,0,1_pentene_129651586,"3,4-dihydro-2H-1lambda2-stibinine",C5H8Sb
129629640,0,1_pentene_129629640,"1-methyl-2,3-dihydroindigole",C5H9In
123892359,0,1_pentene_123892359,4-methanidylpent-1-ene,C6H10-2
123885912,0,1_pentene_123885912,hex-1-ene,C6H11-
123770886,0,1_pentene_123770886,"4,6-dimethylhepta-1,4,5-triene",C9H14
123738903,0,1_pentene_123738903,pent-4-enylboron,C5H9B
123727674,0,1_pentene_123727674,3-methylpent-1-ene,C6H11-
123723856,0,1_pentene_123723856,but-1-enyl(dimethyl)borane,C6H13B
123607339,0,1_pentene_123607339,"4-methylhepta-1,4,5-triene",C8H12
123427601,0,1_pentene_123427601,(E)-hept-3-ene,C7H13+
123407404,0,1_pentene_123407404,pent-4-en-2-ylboron,C5H9B
123406671,0,1_pentene_123406671,"deca-1,3,4,5,6-pentaene",C10H12
123380026,0,1_pentene_123380026,"nona-1,3,4,8-tetraene",C9H12
123246911,0,1_pentene_123246911,(Z)-hept-3-ene,C7H13+
101081499,0,1_pentene_101081499,"hepta-1,6-diene",C7H11
100999250,0,1_pentene_100999250,diethyl-bis(pent-4-enyl)germane,C14H28Ge
100999249,0,1_pentene_100999249,dimethyl-bis(pent-4-enyl)germane,C12H24Ge
91584738,0,1_pentene_91584738,"(5E)-hepta-1,5-diene",C7H11+
91526733,0,1_pentene_91526733,3-methylpent-1-ene,C6H11+
91499005,0,1_pentene_91499005,"3-ethylpenta-1,4-diene",C7H11-
91479932,0,1_pentene_91479932,(Z)-hex-2-ene,C6H11+
91441373,0,1_pentene_91441373,4-methylpent-1-ene,C6H11-
91388541,0,1_pentene_91388541,hex-1-ene,C6H11+
91384994,0,1_pentene_91384994,hex-1-ene,C6H11+
91366288,0,1_pentene_91366288,"2-methylpenta-1,4-diene",C6H9-
91349474,0,1_pentene_91349474,3-methylpent-1-ene,C6H11-
91265323,0,1_pentene_91265323,"hepta-2,3-diene",C7H11-
91176865,0,1_pentene_91176865,3-methylpent-1-ene,C6H11+
91173421,0,1_pentene_91173421,"hexa-1,5-diene",C6H9+
91061226,0,1_pentene_91061226,pent-1-ene,C5H9-
91054995,0,1_pentene_91054995,hept-1-ene,C7H13-
91042675,0,1_pentene_91042675,"hepta-1,2,3,6-tetraene",C7H8
90994931,0,1_pentene_90994931,hex-1-ene,C6H11-
90991314,0,1_pentene_90991314,4-methylpent-1-ene,C6H11-
90841243,0,1_pentene_90841243,3-methylidenepent-1-ene,C6H9-
90772172,0,1_pentene_90772172,"1,1,2,3-tetradeuteriohexa-1,5-diene",C6H10
90763212,0,1_pentene_90763212,1-tritiobut-1-ene,C4H8
90762276,0,1_pentene_90762276,(Z)-hex-2-ene,C6H11-
90740255,0,1_pentene_90740255,"2,3-dimethylpenta-1,4-diene",C7H11-
90718770,0,1_pentene_90718770,"1-deuteriohexa-1,5-diene",C6H10
86058349,0,1_pentene_86058349,"3-fluorohexa-1,5-diene",C6H9F
85743911,0,1_pentene_85743911,"1,1-bis(methylselanyl)penta-1,4-diene",C7H12Se2
85618718,0,1_pentene_85618718,"4-methylhexa-1,2,5-triene",C7H10
73829527,0,1_pentene_73829527,hex-1-enylboron,C6H11B
71385863,0,1_pentene_71385863,"1,1-dimethyl-4,5-dihydrostannepine",C8H14Sn
71369285,0,1_pentene_71369285,"1,1-dimethyl-4H-stannine",C7H12Sn
71366407,0,1_pentene_71366407,chloro(hex-1-enyl)mercury,C6H11ClHg
53628002,0,1_pentene_53628002,hept-1-ene,C7H13
53627745,0,1_pentene_53627745,hept-1-ene,C7H12
23156282,0,1_pentene_23156282,hex-1-ene,C6H11-
22244855,0,1_pentene_22244855,hex-1-ene,C12H24
21720970,0,1_pentene_21720970,[(E)-hex-1-enyl]boron,C6H11B
16692472,0,1_pentene_16692472,"1,2-dideuteriohex-1-ene",C6H12
16692471,0,1_pentene_16692471,1-deuteriohex-1-ene,C6H12
15494089,0,1_pentene_15494089,(E)-1-[(E)-pent-1-enyl]tellanylpent-1-ene,C10H18Te
13444928,0,1_pentene_13444928,"(E)-1,3-bis(methylselanyl)but-1-ene",C6H12Se2
13268668,0,1_pentene_13268668,but-3-en-2-yl(trimethyl)stannane,C7H16Sn
13047312,0,1_pentene_13047312,3-methylselanylhex-1-ene,C7H14Se
12424049,0,1_pentene_12424049,chloro-[(E)-hex-1-enyl]mercury,C6H11ClHg
12205435,0,1_pentene_12205435,3-deuteriobut-1-ene,C4H8
12205433,0,1_pentene_12205433,(113C)but-1-ene,C4H8
12205431,0,1_pentene_12205431,"1,1-dideuteriobut-1-ene",C4H8
12173745,0,1_pentene_12173745,(E)-1-iodopent-1-ene,C5H9I
11116953,0,1_pentene_11116953,(Z)-1-iodopent-1-ene,C5H9I
11054185,0,1_pentene_11054185,(Z)-1-butyltellanylpent-1-ene,C9H18Te
10749762,0,1_pentene_10749762,"(1E)-1-ethylselanylpenta-1,4-diene",C7H12Se
10630808,0,1_pentene_10630808,"(1E)-1-methylselanylpenta-1,4-diene",C6H10Se
5362914,0,1_pentene_5362914,pent-1-ene,C5H9
422695,0,1_pentene_422695,chloro(pent-1-enyl)mercury,C5H9ClHg
5364818,0,1_pentene_5364818,3-methylpent-1-ene,C6H11
5484152,0,1_pentene_5484152,4-methylpent-1-ene,C6H11
5485717,0,1_pentene_5485717,pent-1-ene,C5H9
10396799,0,1_pentene_10396799,(114C)hex-1-ene,C6H12
10559160,0,1_pentene_10559160,"(1Z)-1-ethylselanylpenta-1,4-diene",C7H12Se
10649160,0,1_pentene_10649160,4-methylpent-1-ene,C6H11
10654171,0,1_pentene_10654171,"5,5,5-trideuterio-4-(trideuteriomethyl)pent-1-ene",C6H12
10678544,0,1_pentene_10678544,"(1Z)-1-methylselanylpenta-1,4-diene",C6H10Se
10991062,0,1_pentene_10991062,(Z)-hex-2-ene,C6H9
12205428,0,1_pentene_12205428,(413C)but-1-ene,C4H8
12205434,0,1_pentene_12205434,"4,4,4-trideuteriobut-1-ene",C4H8
12306142,0,1_pentene_12306142,(513C)pent-1-ene,C5H10
12432412,0,1_pentene_12432412,"hexa-1,5-diene",C6H9
12432414,0,1_pentene_12432414,"hexa-1,5-diene",C6H9
12514261,0,1_pentene_12514261,hept-1-ene,C7H13
12603487,0,1_pentene_12603487,4-methylpent-1-ene,C6H11
12605788,0,1_pentene_12605788,hex-1-ene,C6H11
12835646,0,1_pentene_12835646,"hepta-1,6-diene",C7H11
12892793,0,1_pentene_12892793,(E)-hex-2-ene,C6H11
12955931,0,1_pentene_12955931,dimethyl(pent-4-enyl)germanium,C7H15Ge
13280489,0,1_pentene_13280489,4-methylpent-1-ene,C6H11
13813828,0,1_pentene_13813828,"2-methylpenta-1,4-diene",C6H9
14290608,0,1_pentene_14290608,"hexa-1,5-dien-2-yl(trimethyl)stannane",C9H18Sn
19593381,0,1_pentene_19593381,but-1-ene,C12H24
20315320,0,1_pentene_20315320,[(E)-hex-1-enyl]mercury(1+),C6H11Hg+
20552513,0,1_pentene_20552513,pent-1-ene,C10H20
20816680,0,1_pentene_20816680,"2-fluorohexa-1,5-diene",C6H9F
21609665,0,1_pentene_21609665,"1,1,3,4,4,5,5,5-octadeuteriopent-1-ene",C5H10
22909863,0,1_pentene_22909863,but-3-enyl(ethyl)alumanylium,C6H12Al+
23268524,0,1_pentene_23268524,"1,1-dideuteriopenta-1,4-diene",C5H8
53627569,0,1_pentene_53627569,pent-1-ene,C5H9+
53628000,0,1_pentene_53628000,hex-1-ene,C6H10
57417590,0,1_pentene_57417590,(E)-hex-2-ene,C6H11
57417591,0,1_pentene_57417591,(E)-hex-2-ene,C6H11
57418191,0,1_pentene_57418191,hept-1-ene,C7H13
57418267,0,1_pentene_57418267,(E)-hept-3-ene,C7H13
57418268,0,1_pentene_57418268,(E)-hept-3-ene,C7H13
57420477,0,1_pentene_57420477,3-methylpent-1-ene,C6H11
57421602,0,1_pentene_57421602,pent-1-ene,C5H9
57425934,0,1_pentene_57425934,3-methylpent-1-ene,C6H11
57427205,0,1_pentene_57427205,"3-methylpenta-1,4-diene",C6H9
57431568,0,1_pentene_57431568,(Z)-hex-2-ene,C6H11
57431569,0,1_pentene_57431569,(Z)-hex-2-ene,C6H11
57451176,0,1_pentene_57451176,"2-methylpenta-1,4-diene",C6H9
57451177,0,1_pentene_57451177,3-methylidenepent-1-ene,C6H9
57451178,0,1_pentene_57451178,"3-methylpenta-1,4-diene",C6H9
57451180,0,1_pentene_57451180,"2-methylpenta-1,4-diene",C6H9
57454689,0,1_pentene_57454689,"(5E)-hepta-1,5-diene",C7H11
57773476,0,1_pentene_57773476,pent-4-en-2-ylideneboron,C5H8B
59737787,0,1_pentene_59737787,hex-1-en-3-ylidenetungsten,C6H10W
74038305,0,1_pentene_74038305,but-1-ene,C4H7-
76529684,0,1_pentene_76529684,3-methylpent-1-ene,C6H11
87204363,0,1_pentene_87204363,"hepta-1,6-dien-4-ylidenezirconium(2+)",C7H10Zr+2
88488028,0,1_pentene_88488028,pent-4-en-2-ylidenephosphane,C5H9P
88562936,0,1_pentene_88562936,(4S)-4-iodopent-1-ene,C5H9I
88823739,0,1_pentene_88823739,[(E)-hex-1-enyl]tin,C6H11Sn
88960853,0,1_pentene_88960853,(3S)-3-iodopent-1-ene,C5H9I
88993619,0,1_pentene_88993619,(4R)-4-iodopent-1-ene,C5H9I
89204434,0,1_pentene_89204434,"(E)-1,3-difluoropent-1-ene",C5H8F2
90011780,0,1_pentene_90011780,hex-5-enyltin,C6H11Sn
90474044,0,1_pentene_90474044,"1,1,2,3,3,4,4,5,5,5-decadeuteriopent-1-ene",C5H10
90475000,0,1_pentene_90475000,"1,1-dideuteriopent-1-ene",C5H10
90477386,0,1_pentene_90477386,"4,4,5,5,5-pentadeuteriopent-1-ene",C5H10
90821273,0,1_pentene_90821273,hept-1-ene,C7H13
92150667,0,1_pentene_92150667,"(3R)-3-methylhexa-1,5-diene",C7H12
100943023,0,1_pentene_100943023,(E)-1-ethylselanylpent-1-ene,C7H14Se
100996699,0,1_pentene_100996699,"1,1-dideuteriohexa-1,5-diene",C6H10
100996700,0,1_pentene_100996700,"3,3-dideuteriohexa-1,5-diene",C6H10
101028738,0,1_pentene_101028738,(213C)pent-1-ene,C5H10
101028739,0,1_pentene_101028739,(313C)pent-1-ene,C5H10
101028740,0,1_pentene_101028740,(113C)pent-1-ene,C5H10
101028741,0,1_pentene_101028741,(413C)pent-1-ene,C5H10
101034834,0,1_pentene_101034834,"(1,2-12C2,3,4-13C2)but-1-ene",C4H8
101096865,0,1_pentene_101096865,hept-1-ene,C7H13+
101111866,0,1_pentene_101111866,"3,4-dihydro-2H-telluropyran",C5H8Te
101136171,0,1_pentene_101136171,"2-methylhexa-1,5-diene",C7H11
101148446,0,1_pentene_101148446,"deca-1,4,5,9-tetraene",C10H14
101206522,0,1_pentene_101206522,1-deuterio-3-methylbut-1-ene,C5H10
101336085,0,1_pentene_101336085,"1,3,4,5,6,6-hexadeuteriohex-1-ene",C6H12
101336086,0,1_pentene_101336086,"1,2,3,4,5,6-hexadeuteriohex-1-ene",C6H12
101372902,0,1_pentene_101372902,pent-1-ene,C5H9-
101616103,0,1_pentene_101616103,"hexa-1,5-diene",C6H9
101999176,0,1_pentene_101999176,"2,3-dideuteriobut-1-ene",C4H7+
101999178,0,1_pentene_101999178,"1,1,4,4-tetradeuteriobut-1-ene",C4H7+
101999180,0,1_pentene_101999180,"1,1,2,3,4,4-hexadeuteriobut-1-ene",C4H7+
102090024,0,1_pentene_102090024,2-deuteriohex-1-ene,C6H12
102091626,0,1_pentene_102091626,pent-1-ene,C5H8
102324953,0,1_pentene_102324953,"hepta-1,6-diene",C7H11+
102520296,0,1_pentene_102520296,"1,1,2-trideuteriopent-1-ene",C5H10
102591367,0,1_pentene_102591367,5-deuterio-4-(deuteriomethyl)pent-1-ene,C6H12
102602339,0,1_pentene_102602339,"3,3-dideuteriobut-1-ene",C4H8
122210023,0,1_pentene_122210023,(3R)-3-fluoropent-1-ene,C5H9F
122210024,0,1_pentene_122210024,(3S)-3-fluoropent-1-ene,C5H9F
124203032,0,1_pentene_124203032,"1,1,2,3,3,4,4,4-octadeuteriobut-1-ene",C4H8
131668127,0,1_pentene_131668127,"6,6,6-trideuteriohex-1-ene",C6H12
135047708,0,1_pentene_135047708,hept-1-ene,C7H11
135081259,0,1_pentene_135081259,4-methylselanylbut-1-ene,C5H10Se
135081538,0,1_pentene_135081538,5-methylselanylpent-1-ene,C6H12Se
135456814,0,1_pentene_135456814,"2-methylpenta-1,4-diene",C6H9+
136045488,0,1_pentene_136045488,4-methylpent-1-ene,C6H11+
136074759,0,1_pentene_136074759,3-methylpent-1-ene,C6H11+
136095949,0,1_pentene_136095949,hept-1-ene,C7H13+
137124042,0,1_pentene_137124042,pent-1-ene,C5H9+
637540,1,2_hydroxy_cinnamic_acid_637540,(E)-3-(2-hydroxyphenyl)prop-2-enoic acid,C9H8O3
5280841,1,2_hydroxy_cinnamic_acid_5280841,(Z)-3-(2-hydroxyphenyl)prop-2-enoic acid,C9H8O3
11968,1,2_hydroxy_cinnamic_acid_11968,3-(2-hydroxyphenyl)prop-2-enoic acid,C9H8O3
87186860,1,2_hydroxy_cinnamic_acid_87186860,(E)-4-(2-hydroxyphenyl)but-2-enoic acid,C10H10O3
22504903,1,2_hydroxy_cinnamic_acid_22504903,(E)-5-(2-hydroxyphenyl)pent-2-enoic acid,C11H12O3
85656670,1,2_hydroxy_cinnamic_acid_85656670,"5-(2-hydroxyphenyl)penta-2,4-dienoic acid",C11H10O3
102509218,1,2_hydroxy_cinnamic_acid_102509218,,C9H8O3+
115018010,1,2_hydroxy_cinnamic_acid_115018010,"(2Z,4E)-5-(2-hydroxyphenyl)penta-2,4-dienoic acid",C11H10O3
131277456,1,2_hydroxy_cinnamic_acid_131277456,(Z)-4-(2-hydroxyphenyl)but-2-enoic acid,C10H10O3
131493246,1,2_hydroxy_cinnamic_acid_131493246,"(4E)-5-(2-hydroxyphenyl)penta-2,4-dienoic acid",C11H10O3
133671008,1,2_hydroxy_cinnamic_acid_133671008,"(2E,4E)-5-(2-hydroxyphenyl)penta-2,4-dienoic acid",C11H10O3
19540,1,2_methylbutyl_cyclopentene_19540,pentylcyclopentane,C10H20
16270,1,2_methylbutyl_cyclopentene_16270,propylcyclopentane,C8H16
16269,1,2_methylbutyl_cyclopentene_16269,butylcyclopentane,C9H18
137211,1,2_methylbutyl_cyclopentene_137211,decylcyclopentane,C15H30
77414,1,2_methylbutyl_cyclopentene_77414,2-methylpropylcyclopentane,C9H18
521217,1,2_methylbutyl_cyclopentene_521217,pentan-2-ylcyclopentane,C10H20
517741,1,2_methylbutyl_cyclopentene_517741,3-methylbutylcyclopentane,C10H20
138541,1,2_methylbutyl_cyclopentene_138541,heptylcyclopentane,C12H24
138257,1,2_methylbutyl_cyclopentene_138257,hexylcyclopentane,C11H22
137755,1,2_methylbutyl_cyclopentene_137755,nonylcyclopentane,C14H28
137210,1,2_methylbutyl_cyclopentene_137210,octylcyclopentane,C13H26
19893859,1,2_methylbutyl_cyclopentene_19893859,heptan-2-ylcyclopentane,C12H24
6427086,1,2_methylbutyl_cyclopentene_6427086,"(1S,3R)-1-methyl-3-propylcyclopentane",C9H18
530396,1,2_methylbutyl_cyclopentene_530396,"1,3-diethylcyclopentane",C9H18
523528,1,2_methylbutyl_cyclopentene_523528,2-methylpentylcyclopentane,C11H22
523527,1,2_methylbutyl_cyclopentene_523527,hexan-2-ylcyclopentane,C11H22
521236,1,2_methylbutyl_cyclopentene_521236,butan-2-ylcyclopentane,C9H18
54101622,1,2_methylbutyl_cyclopentene_54101622,2-methyloctylcyclopentane,C14H28
20837636,1,2_methylbutyl_cyclopentene_20837636,"(1S,3S)-1-methyl-3-propylcyclopentane",C9H18
19893766,1,2_methylbutyl_cyclopentene_19893766,pentan-3-ylcyclopentane,C10H20
19893555,1,2_methylbutyl_cyclopentene_19893555,nonan-2-ylcyclopentane,C14H28
14764015,1,2_methylbutyl_cyclopentene_14764015,octan-2-ylcyclopentane,C13H26
6537508,1,2_methylbutyl_cyclopentene_6537508,"(1R,3R)-1,3-diethylcyclopentane",C9H18
6431020,1,2_methylbutyl_cyclopentene_6431020,"(1S,3R)-1,3-diethylcyclopentane",C9H18
6427085,1,2_methylbutyl_cyclopentene_6427085,"(1R,3R)-1-methyl-3-propylcyclopentane",C9H18
544055,1,2_methylbutyl_cyclopentene_544055,1-hexyl-3-methylcyclopentane,C12H24
523530,1,2_methylbutyl_cyclopentene_523530,4-methylpentylcyclopentane,C11H22
523529,1,2_methylbutyl_cyclopentene_523529,3-methylpentylcyclopentane,C11H22
523489,1,2_methylbutyl_cyclopentene_523489,1-butyl-3-methylcyclopentane,C10H20
521449,1,2_methylbutyl_cyclopentene_521449,2-methylbutylcyclopentane,C10H20
520404,1,2_methylbutyl_cyclopentene_520404,1-methyl-3-(2-methylpropyl)cyclopentane,C10H20
520128,1,2_methylbutyl_cyclopentene_520128,1-methyl-3-propylcyclopentane,C9H18
123224949,1,2_methylbutyl_cyclopentene_123224949,1-heptyl-3-methylcyclopentane,C13H26
60007293,1,2_methylbutyl_cyclopentene_60007293,1-hexyl-3-propylcyclopentane,C14H28
59994267,1,2_methylbutyl_cyclopentene_59994267,5-methylheptylcyclopentane,C13H26
59954505,1,2_methylbutyl_cyclopentene_59954505,"(1S,3S)-1-ethyl-3-propylcyclopentane",C10H20
59954503,1,2_methylbutyl_cyclopentene_59954503,[(2R)-pentan-2-yl]cyclopentane,C10H20
59954496,1,2_methylbutyl_cyclopentene_59954496,"(1R,3R)-1-ethyl-3-propylcyclopentane",C10H20
59954495,1,2_methylbutyl_cyclopentene_59954495,"(1S,3R)-1-ethyl-3-propylcyclopentane",C10H20
59954478,1,2_methylbutyl_cyclopentene_59954478,[(2R)-3-methylbutan-2-yl]cyclopentane,C10H20
59954469,1,2_methylbutyl_cyclopentene_59954469,"(1R,3S)-1-ethyl-3-propylcyclopentane",C10H20
59954454,1,2_methylbutyl_cyclopentene_59954454,[(2R)-butan-2-yl]cyclopentane,C9H18
59954450,1,2_methylbutyl_cyclopentene_59954450,"(1R,3S)-1-methyl-3-propylcyclopentane",C9H18
59954445,1,2_methylbutyl_cyclopentene_59954445,[(2S)-3-methylbutan-2-yl]cyclopentane,C10H20
59954414,1,2_methylbutyl_cyclopentene_59954414,[(2S)-pentan-2-yl]cyclopentane,C10H20
59936799,1,2_methylbutyl_cyclopentene_59936799,(4-methyl-3-propan-2-ylpentyl)cyclopentane,C14H28
59911458,1,2_methylbutyl_cyclopentene_59911458,[(3R)-2-methylhexan-3-yl]cyclopentane,C12H24
59911321,1,2_methylbutyl_cyclopentene_59911321,[(3R)-2-methylpentan-3-yl]cyclopentane,C11H22
59746976,1,2_methylbutyl_cyclopentene_59746976,"2,4-dimethylpentan-3-ylcyclopentane",C12H24
59117969,1,2_methylbutyl_cyclopentene_59117969,(3R)-1-butyl-3-methylcyclopentane,C10H20
