AKA,AKE,AKH,AKY,ALC,AMN,BNZ,COC,COH,COO,COONH2,KEY,OH,SHH,cid,image_saved_as,ring,iupac,mf
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21030026,4_picolylamine_21030026,1.0,"methanidyl(2-pyridin-4-ylethyl)azanium
","C8H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20723530,4_picolylamine_20723530,1.0,"methanidyl(pyridin-4-ylmethyl)azanium
","C7H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20489035,4_picolylamine_20489035,1.0,"N-methylmethanamine;4-methylpyridine
","C8H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19937605,4_picolylamine_19937605,1.0,"azane;4-ethylpyridine
","C7H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18975805,4_picolylamine_18975805,1.0,"azane;4-methylpyridine
","C6H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3822501,4_picolylamine_3822501,1.0,"pyridin-4-ylmethylazanium
","C6H9N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514375,4_picolylamine_1514375,1.0,"(3-methylpyridin-4-yl)methanamine
","C7H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134388170,4_picolylamine_134388170,1.0,"(1Z,3E)-3-pyridin-4-ylhexa-1,3,5-trien-1-amine
","C11H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89474252,4_picolylamine_89474252,1.0,"N-iodo-2-pyridin-4-ylethanamine
","C7H9IN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89067346,4_picolylamine_89067346,1.0,"1-pyridin-4-ylethenamine
","C7H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88565635,4_picolylamine_88565635,1.0,"N-iodo-1-pyridin-4-ylmethanamine
","C6H7IN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88273102,4_picolylamine_88273102,1.0,"(2E,4E)-2-methyl-5-pyridin-4-ylpenta-2,4-dien-1-amine
","C11H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70651411,4_picolylamine_70651411,1.0,"(Z)-N-methyl-2-pyridin-4-ylethenamine
","C8H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68348088,4_picolylamine_68348088,1.0,"(E)-N-ethenyl-2-pyridin-4-ylprop-1-en-1-amine
","C10H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56972383,4_picolylamine_56972383,1.0,"(Z)-2-pyridin-3-ylethenamine
","C7H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45079685,4_picolylamine_45079685,1.0,"(Z)-3-pyridin-4-ylprop-2-en-1-amine
","C8H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23273401,4_picolylamine_23273401,1.0,"pyridin-4-ylmethylazanium;chloride
","C6H9ClN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20785136,4_picolylamine_20785136,1.0,"(E)-N-methyl-2-pyridin-4-ylethenamine
","C8H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12086369,4_picolylamine_12086369,1.0,"N-(pyridin-4-ylmethyl)methanimine
","C7H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5062812,4_picolylamine_5062812,1.0,"2-pyridin-4-ylethylazanium
","C7H11N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6932650,4_picolylamine_6932650,1.0,"methyl(pyridin-4-ylmethyl)azanium
","C7H11N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20511200,4_picolylamine_20511200,1.0,"4-ethylpyridine;methanamine
","C8H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23273447,4_picolylamine_23273447,1.0,"2-pyridin-4-ylethylazanium;chloride
","C7H11ClN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40479162,4_picolylamine_40479162,1.0,"(3-methylpyridin-4-yl)methylazanium
","C7H11N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44784822,4_picolylamine_44784822,1.0,"N-methyl-1-pyridin-4-ylmethanamine;hydrochloride
","C7H11ClN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45079672,4_picolylamine_45079672,1.0,"(1Z,3Z)-4-pyridin-4-ylbuta-1,3-dien-1-amine
","C9H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45079673,4_picolylamine_45079673,1.0,"(Z)-2-pyridin-4-ylethenamine
","C7H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58700044,4_picolylamine_58700044,1.0,"4-[(methanidyl-lambda2-azanyl)methyl]pyridine
","C7H8N2-
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60684688,4_picolylamine_60684688,1.0,"2-methyl-N-(pyridin-4-ylmethyl)prop-2-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63967812,4_picolylamine_63967812,1.0,"(Z)-4-pyridin-4-ylpent-3-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63970722,4_picolylamine_63970722,1.0,"(Z)-3-pyridin-4-ylbut-2-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64316485,4_picolylamine_64316485,1.0,"N-(pyridin-4-ylmethyl)but-3-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67302735,4_picolylamine_67302735,1.0,"(1-prop-2-enylpyridin-1-ium-4-yl)methanamine
","C9H13N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70155913,4_picolylamine_70155913,1.0,"2-pyridin-4-ylethenamine
","C7H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76996823,4_picolylamine_76996823,1.0,"4-pyridin-4-ylpent-3-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76997370,4_picolylamine_76997370,1.0,"3-pyridin-4-ylbut-2-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79321860,4_picolylamine_79321860,1.0,"2-(pyridin-4-ylmethylidene)butan-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79329719,4_picolylamine_79329719,1.0,"2-methyl-3-pyridin-4-ylprop-2-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79340258,4_picolylamine_79340258,1.0,"N,2-dimethyl-3-pyridin-4-ylprop-2-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79590017,4_picolylamine_79590017,1.0,"5-pyridin-4-ylpent-3-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83528849,4_picolylamine_83528849,1.0,"(E)-3-pyridin-4-ylbut-2-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83694860,4_picolylamine_83694860,1.0,"(E)-4-pyridin-4-ylpent-3-en-1-amine
","C10H14N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83854921,4_picolylamine_83854921,1.0,"fluoro(pyridin-4-yl)methanamine
","C6H7FN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83854923,4_picolylamine_83854923,1.0,"2-fluoro-2-pyridin-4-ylethanamine
","C7H9FN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86306698,4_picolylamine_86306698,1.0,"(3-fluoropyridin-4-yl)methylazanium
","C6H8FN2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88997225,4_picolylamine_88997225,1.0,"(pyridin-4-ylmethylamino)boron
","C6H7BN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101723248,4_picolylamine_101723248,1.0,"N,N-dideuterio-1-pyridin-4-ylmethanamine
","C6H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101723251,4_picolylamine_101723251,1.0,"N,N,1,1-tetradeuterio-1-pyridin-4-ylmethanamine
","C6H8N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101723252,4_picolylamine_101723252,1.0,"trideuterio(pyridin-4-ylmethyl)azanium
","C6H9N2+
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117266494,4_picolylamine_117266494,1.0,"2-pyridin-4-ylprop-2-en-1-amine
","C8H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117266495,4_picolylamine_117266495,1.0,"N-methyl-2-pyridin-4-ylprop-2-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121226828,4_picolylamine_121226828,1.0,"(1E,3E)-4-pyridin-4-ylbuta-1,3-dien-1-amine
","C9H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129375465,4_picolylamine_129375465,1.0,"(2S)-2-fluoro-2-pyridin-4-ylethanamine
","C7H9FN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129375466,4_picolylamine_129375466,1.0,"(2R)-2-fluoro-2-pyridin-4-ylethanamine
","C7H9FN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131242664,4_picolylamine_131242664,1.0,"4-pyridin-4-ylbuta-1,3-dien-1-amine
","C9H10N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131517164,4_picolylamine_131517164,1.0,"(Z)-4-pyridin-4-ylbut-3-en-1-amine
","C9H12N2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131750254,4_picolylamine_131750254,1.0,"(E)-3-pyridin-4-ylprop-2-en-1-amine;hydrochloride
","C8H11ClN2
"
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137706302,4_picolylamine_137706302,1.0,"3-pyridin-4-ylprop-2-en-1-amine;hydrochloride
","C8H11ClN2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31261,Acetylacetone_31261,0.0,"pentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11747,Acetylacetone_11747,0.0,"pentane-2,3-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136703,Acetylacetone_136703,0.0,"pentane-2,3,4-trione
","C5H6O3
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123588413,Acetylacetone_123588413,0.0,"1-deuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123573395,Acetylacetone_123573395,0.0,"pentane-2,4-dione
","C5H7O2+
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58478990,Acetylacetone_58478990,0.0,"3,3-dideuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15978231,Acetylacetone_15978231,0.0,"copper;pentane-2,4-dione
","C5H8CuO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12196717,Acetylacetone_12196717,0.0,"1,1,1,3,3,5,5,5-octadeuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123461153,Acetylacetone_123461153,0.0,"ethane;pentane-2,4-dione
","C7H14O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88559639,Acetylacetone_88559639,0.0,"3-deuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87179542,Acetylacetone_87179542,0.0,"calcium;pentane-2,4-dione
","C5H8CaO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86752776,Acetylacetone_86752776,0.0,"pentane-2,4-dione;propan-2-one
","C8H14O3
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86735745,Acetylacetone_86735745,0.0,"lithium;pentane-2,4-dione
","C5H8LiO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58567768,Acetylacetone_58567768,0.0,"pentane-2,4-dione
","C5H6O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58478985,Acetylacetone_58478985,0.0,"1,1,1,3,3-pentadeuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54605996,Acetylacetone_54605996,0.0,"gallium;pentane-2,4-dione
","C5H8GaO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54605897,Acetylacetone_54605897,0.0,"indium;pentane-2,4-dione
","C5H8InO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54605146,Acetylacetone_54605146,0.0,"nickel;pentane-2,4-dione
","C5H8NiO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21863952,Acetylacetone_21863952,0.0,"copper;pentane-2,4-dione
","C5H8CuO2+2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21252536,Acetylacetone_21252536,0.0,"lead;pentane-2,4-dione
","C5H8O2Pb
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15786647,Acetylacetone_15786647,0.0,"pentane-2,4-dione
","C5H7O2+
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12196718,Acetylacetone_12196718,0.0,"1,1,1-trideuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5462685,Acetylacetone_5462685,0.0,"pentane-2,4-dione
","C5H7O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134890760,Acetylacetone_134890760,0.0,"1,1,1,3,5,5,5-heptadeuteriopentane-2,4-dione
","C5H8O2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88339824,Acetylacetone_88339824,0.0,"pentane-2,4-dione;hydrochloride
","C5H9ClO2
"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87391020,Acetylacetone_87391020,0.0,"methane;pentane-2,4-dione
","C6H12O2
"
