cid,ring,image_saved_as,iupac,mf
57725134,1,benzaldehyde_57725134,"cyclohexa-1,5-dien-3-yne-1-carbaldehyde",C7H4O
57674130,1,benzaldehyde_57674130,"deuterio-(2,3,5,6-tetradeuterio-4-fluorophenyl)methanone",C7H5FO
57674126,1,benzaldehyde_57674126,deuterio-(4-fluorophenyl)methanone,C7H5FO
57420199,1,benzaldehyde_57420199,"2,3,5,6-tetradeuterio-4-fluorobenzaldehyde",C7H5FO
57272452,1,benzaldehyde_57272452,(4-formylphenyl)boron,C7H5BO
53897190,1,benzaldehyde_53897190,(114C)cyclohexatrienecarbaldehyde,C7H6O
22218417,1,benzaldehyde_22218417,(2-formylphenyl)boron,C7H5BO
20067993,1,benzaldehyde_20067993,(3-formylphenyl)silicon,C7H5OSi
18635297,1,benzaldehyde_18635297,deuterio-(2-deuteriophenyl)methanone,C7H6O
12998375,1,benzaldehyde_12998375,phenyl(tritio)methanone,C7H6O
11007839,1,benzaldehyde_11007839,(113C)cyclohexatrienecarbaldehyde,C7H6O
4533214,1,benzaldehyde_4533214,(2-formylphenyl) tellurohypobromite,C7H5BrOTe
451330,1,benzaldehyde_451330,2-(18F)fluoranylbenzaldehyde,C7H5FO
134861589,1,benzaldehyde_134861589,(3-formylphenyl)bismuth,C7H5BiO
124004125,1,benzaldehyde_124004125,"(1,2,3,4,5-13C5)cyclohexatrienecarbaldehyde",C7H6O
85589073,1,benzaldehyde_85589073,2-lambda1-selanylbenzaldehyde,C7H5OSe
21855718,1,benzaldehyde_21855718,(2-formylphenyl) selenohypobromite,C7H5BrOSe
14922981,1,benzaldehyde_14922981,2-(tribromo-lambda4-tellanyl)benzaldehyde,C7H5Br3OTe
4219595,1,benzaldehyde_4219595,chloro-(3-formylphenyl)mercury,C7H5ClHgO
451255,1,benzaldehyde_451255,benzaldehyde,C7H6O
10351662,1,benzaldehyde_10351662,(17O)benzaldehyde,C7H6O
10678232,1,benzaldehyde_10678232,4-fluorobenzaldehyde,C7H5FO
10844394,1,benzaldehyde_10844394,4-fluorobenzaldehyde,C7H5FO
12998377,1,benzaldehyde_12998377,benzaldehyde,C7H6O
13198211,1,benzaldehyde_13198211,(2-formylphenyl) tellurohypochlorite,C7H5ClOTe
16742249,1,benzaldehyde_16742249,4-iodobenzaldehyde,C7H5IO
18444058,1,benzaldehyde_18444058,(3-formylphenyl)mercury,C7H5HgO
21139529,1,benzaldehyde_21139529,(2-formylphenyl)arsenic,C7H5AsO
21139672,1,benzaldehyde_21139672,(4-formylphenyl)arsenic,C7H5AsO
21150211,1,benzaldehyde_21150211,(3-formylphenyl)arsenic,C7H5AsO
21770944,1,benzaldehyde_21770944,(2-formylphenyl) tellurohypoiodite,C7H5IOTe
22861502,1,benzaldehyde_22861502,(112C)cyclohexatrienecarbaldehyde,C7H6O
57419975,1,benzaldehyde_57419975,cyclohexatrienecarbaldehyde,C7H5O
57419976,1,benzaldehyde_57419976,cyclohexatrienecarbaldehyde,C7H5O
57419977,1,benzaldehyde_57419977,cyclohexatrienecarbaldehyde,C7H5O
57445927,1,benzaldehyde_57445927,"2-fluorocyclohexa-1,3,5-triene-1-carbaldehyde",C7H4FO
57445928,1,benzaldehyde_57445928,"2-fluorocyclohexa-1,3,5-triene-1-carbaldehyde",C7H4FO
57475628,1,benzaldehyde_57475628,"4-fluorocyclohexa-1,3,5-triene-1-carbaldehyde",C7H4FO
76071084,1,benzaldehyde_76071084,4-fluoro(18O)benzaldehyde,C7H5FO
76972980,1,benzaldehyde_76972980,"3-iodo(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-triene-1-carbaldehyde",C7H5IO
76973936,1,benzaldehyde_76973936,"4-fluoro(1,2,3,4,5,6-13C6)cyclohexa-1,3,5-triene-1-carbaldehyde",C7H5FO
85844528,1,benzaldehyde_85844528,(2-formylphenyl) selenohypochlorite,C7H5ClOSe
86174208,1,benzaldehyde_86174208,4-methylbenzaldehyde,C8H7O+
86244097,1,benzaldehyde_86244097,(2-formylphenyl) selenohypofluorite,C7H5FOSe
89196700,1,benzaldehyde_89196700,(2-formyl-4-lambda1-boranylphenyl)boron,C7H4B2O
