cid,ring,image_saved_as,iupac,mf
59645011,0,glycerol_59645011,"(2S)-1,1-dideuterio(213C)propane-1,2,3-triol",C3H8O3
59645010,0,glycerol_59645010,"1,1,3-trideuterio(2,3-13C2)propane-1,2,3-triol",C3H8O3
59645007,0,glycerol_59645007,"(2R)-1-deuterio(213C)propane-1,2,3-triol",C3H8O3
59645006,0,glycerol_59645006,"(2S)-1-deuterio(113C)propane-1,2,3-triol",C3H8O3
59149373,0,glycerol_59149373,"(2S)-propane-1,2-diol",C3H6O2
59149364,0,glycerol_59149364,"(2R)-propane-1,2-diol",C3H6O2
58816665,0,glycerol_58816665,2-deuteriooxypropan-1-ol,C3H8O2
58729191,0,glycerol_58729191,1-deuteriooxy-3-tritiooxypropan-2-ol,C3H8O3
57734190,0,glycerol_57734190,"propane-1,2,3-triol",C3H7O3-
57676243,0,glycerol_57676243,"propane-1,2,3-triol",C3H6O3
57094863,0,glycerol_57094863,"3-(trioxidanyl)propane-1,2-diol",C3H8O5
57072918,0,glycerol_57072918,"3-hydroperoxyperoxypropane-1,2-diol",C3H8O6
56636932,0,glycerol_56636932,"1,1,2-trideuteriopropane-1,2,3-triol",C3H8O3
54307162,0,glycerol_54307162,"3-tritiopropane-1,2-diol",C3H8O2
54184486,0,glycerol_54184486,"3-deuteriooxypropane-1,2-diol",C3H8O3
54104166,0,glycerol_54104166,"2,3-dihydroxypropyl hypofluorite",C3H7FO3
25240866,0,glycerol_25240866,"(2S)-(1,2-13C2)propane-1,2,3-triol",C3H8O3
25240475,0,glycerol_25240475,"(1,2-13C2)propane-1,2,3-triol",C3H8O3
23618335,0,glycerol_23618335,"2,3-dihydroxypropyl hypobromite",C3H7BrO3
22121557,0,glycerol_22121557,"2,3-dihydroxypropyl hypoiodite",C3H7IO3
20721603,0,glycerol_20721603,1-deuteriooxypropan-2-ol,C3H8O2
19087375,0,glycerol_19087375,"2,3-dihydroperoxypropan-1-ol",C3H8O5
16211950,0,glycerol_16211950,"1,2,3-trideuteriooxypropane",C3H8O3
12239080,0,glycerol_12239080,"propane-1,2,3-tri(18O)ol",C3H8O3
12239079,0,glycerol_12239079,"1-tritiopropane-1,2,3-triol",C3H8O3
12239078,0,glycerol_12239078,"(1,3-13C2)propane-1,2,3-triol",C3H8O3
11182572,0,glycerol_11182572,"(2R)-(1,2-13C2)propane-1,2,3-triol",C3H8O3
135016366,0,glycerol_135016366,"(2S)-propane-1,2-diol",C3H7O2+
134853259,0,glycerol_134853259,"1,3-dihydroxypropan-2-yloxidanium",C3H9O3+
134853004,0,glycerol_134853004,2-hydroxypropyloxidanium,C3H9O2+
134852946,0,glycerol_134852946,"propane-1,2-diol",C3H7O2+
129829992,0,glycerol_129829992,"1,2,3,3-tetradeuterio-2,3-dideuteriooxypropan-1-ol",C3H8O3
123456898,0,glycerol_123456898,dideuterio-(2-deuteriooxy-3-dideuteriooxoniopropyl)oxidanium,C3H10O3+2
90724407,0,glycerol_90724407,1-tritiooxypropan-2-ol,C3H8O2
87075110,0,glycerol_87075110,"2-hydroperoxypropane-1,3-diol",C3H8O4
76374783,0,glycerol_76374783,"2,3-dihydroxypropyloxidanium",C3H9O3+
71309096,0,glycerol_71309096,"(1,2-13C2)propane-1,2-diol",C3H8O2
16218180,0,glycerol_16218180,"1,1,2,3,3-pentadeuterio-1,2,3-trideuteriooxy(1,2,3-13C3)propane",C3H8O3
11412345,0,glycerol_11412345,"(113C)propane-1,2,3-tri(18O)ol",C3H8O3
11251965,0,glycerol_11251965,"1,1-dideuterio(113C)propane-1,2,3-triol",C3H8O3
11007821,0,glycerol_11007821,"2-deuteriopropane-1,2,3-tri(18O)ol",C3H8O3
10844338,0,glycerol_10844338,"1,1-dideuterio(1,2-13C2)propane-1,2,3-triol",C3H8O3
10240764,0,glycerol_10240764,"(113C)propane-1,2,3-triol",C3H8O3
12203551,0,glycerol_12203551,"1,1,2-trideuteriopropane-1,2-diol",C3H8O2
12239072,0,glycerol_12239072,"(1,3-14C2)propane-1,2,3-triol",C3H8O3
12239073,0,glycerol_12239073,"(214C)propane-1,2,3-triol",C3H8O3
12239074,0,glycerol_12239074,"2-tritiopropane-1,2,3-triol",C3H8O3
12239076,0,glycerol_12239076,"1,1-dideuteriopropane-1,2,3-triol",C3H8O3
12239077,0,glycerol_12239077,"(1,2,3-14C3)propane-1,2,3-triol",C3H8O3
12239081,0,glycerol_12239081,"2-deuteriopropane-1,2,3-triol",C3H8O3
14471934,0,glycerol_14471934,"2,3-dihydroxypropan-1-olate",C3H7O3-
20249106,0,glycerol_20249106,"1,3-dihydroxypropan-2-yloxyantimony",C3H7O3Sb
21246071,0,glycerol_21246071,"propane-1,2-diol",C3H7O2-
22389710,0,glycerol_22389710,"2-hydroxypropane-1,3-diolate",C3H6O3-2
25240352,0,glycerol_25240352,"(2R)-1-deuteriopropane-1,2,3-triol",C3H8O3
25240353,0,glycerol_25240353,"(2R)-1,1-dideuteriopropane-1,2,3-triol",C3H8O3
25240354,0,glycerol_25240354,"(2S)-1,1-dideuteriopropane-1,2,3-triol",C3H8O3
25240355,0,glycerol_25240355,"(2S)-1-deuteriopropane-1,2,3-triol",C3H8O3
25240587,0,glycerol_25240587,"(1S,2R)-1-deuteriopropane-1,2,3-triol",C3H8O3
25240630,0,glycerol_25240630,"(1R,2R)-1-deuteriopropane-1,2,3-triol",C3H8O3
25241034,0,glycerol_25241034,"(2S)-(113C)propane-1,2,3-triol",C3H8O3
25241135,0,glycerol_25241135,"(1S,2S)-1-deuteriopropane-1,2,3-triol",C3H8O3
25241137,0,glycerol_25241137,"(2R)-(113C)propane-1,2,3-triol",C3H8O3
25241505,0,glycerol_25241505,"(1R,2S)-1-deuteriopropane-1,2,3-triol",C3H8O3
53388337,0,glycerol_53388337,"2,3,3,3-tetradeuteriopropane-1,2-diol",C3H8O2
57347081,0,glycerol_57347081,"(2S)-3-sulfanyloxypropane-1,2-diol",C3H8O3S
57417971,0,glycerol_57417971,"propane-1,2-diol",C3H7O2
57420532,0,glycerol_57420532,"3-lambda1-tellanyloxypropane-1,2-diol",C3H7O3Te
57432891,0,glycerol_57432891,"butane-1,2,3-triol",C4H9O3
57480118,0,glycerol_57480118,"2,3-dihydroxypropoxylead",C3H7O3Pb
57493199,0,glycerol_57493199,"(2S)-propane-1,2-diol",C3H7O2
71309813,0,glycerol_71309813,"(2S)-(113C)propane-1,2-diol",C3H8O2
71662877,0,glycerol_71662877,"(2S)-propane-1,2,3-tri(18O)ol",C3H8O3
71663057,0,glycerol_71663057,"(2R)-propane-1,2,3-tri(18O)ol",C3H8O3
87328563,0,glycerol_87328563,"3-(trisulfanyloxy)propane-1,2-diol",C3H8O3S3
87328675,0,glycerol_87328675,"3-(disulfanyloxy)propane-1,2-diol",C3H8O3S2
87953081,0,glycerol_87953081,"1,1,2,3-tetratritiopropane-1,2,3-triol",C3H8O3
88526237,0,glycerol_88526237,"2,3-dihydroxypropoxyantimony",C3H7O3Sb
88812012,0,glycerol_88812012,"2-sulfanyloxypropane-1,3-diol",C3H8O3S
101212820,0,glycerol_101212820,"1,3-dihydroxypropan-2-olate",C3H7O3-
117064339,0,glycerol_117064339,"1,1,2,3,3-pentadeuterio-1,2,3-trideuteriooxy(213C)propane",C3H8O3
117796450,0,glycerol_117796450,"[(2R)-2,3-dihydroxypropyl] hypoiodite",C3H7IO3
122199544,0,glycerol_122199544,"1,1,2,3,3-pentatritiopropane-1,2,3-triol",C3H8O3
122645066,0,glycerol_122645066,"1,3-dihydroxypropan-2-yl hypofluorite",C3H7FO3
131875573,0,glycerol_131875573,"(2S)-(114C)propane-1,2,3-triol",C3H8O3
135334439,0,glycerol_135334439,,C3H10O6
